source,target,status
https://manual.aturnos.com/documentation/1-generales/como-me-puedo-descargar-las-nominas-de-mi-empresa/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-puedo-cambiar-el-idioma-en-aturnos/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-puedo-cambiar-mi-contrasena/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-puedo-darme-de-baja/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-puedo-desactivar-las-notificaciones-y-o-los-correos-de-aturnos/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-puedo-entrar-en-aturnos/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-puedo-recuperar-mi-contrasena/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/como-se-puede-acceder-al-cuadrante-para-comprobar-que-turno-se-tiene-antes-de-la-fecha-inicio-de-contrato/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/donde-puede-ver-mi-computo-anual-de-horas-en-un-ano/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/por-que-se-bloquea-mi-cuenta-y-cual-es-la-politica-de-seguridad/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-generales/que-hacer-para-que-no-se-cierre-la-sesion-de-aturnos/,/manual/gestion-de-personal/guia-de-usuario/,301
https://manual.aturnos.com/documentation/1-intercambio-de-turno/,/manual/peticiones-y-cambios/cambios-de-turno/,301
https://manual.aturnos.com/documentation/1-introduccion-2/,/manual/costes-y-nominas/guia-exportacion-nominas/,301
https://manual.aturnos.com/documentation/1-introduccion/,/manual/gestion-de-personal/preguntas-frecuentes-del-trabajador/,301
https://manual.aturnos.com/documentation/1-planificacion/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/como-aplicar-un-patron/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/como-crear-tipos-de-turno-2/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/como-crear-tipos-de-turno-2/1-2-1-turnos-fijos/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/como-crear-tipos-de-turno-2/1-2-2-turnos-rotativos-1/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/como-crear-tipos-de-turno-2/3-2-consejos-para-planificar-desde-el-cuadrante/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/como-crear-tipos-de-turno/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificacion/planificacion-con-localizaciones-reps/,/manual/planificacion/guia-de-tui/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-1-ajustes-trabajadores-y-turnos/,/manual/planificacion/como-empezar-en-aturnos/,301
https://manual.aturnos.com/documentation/1-planificar-en-aturnos/1-1-ajustes-trabajadores-y-turnos/1-1-1-ajustes-2-2/,/manual/planificacion/como-empezar-en-aturnos/,301
